protid	isfwd
rev_ENSP00000215095	0
rev_ENSP00000215115	-1
rev_ENSP00000215368	-1
rev_ENSP00000215375	0
rev_ENSP00000215376	0
rev_ENSP00000215473	0
rev_ENSP00000215479	-1
rev_ENSP00000215530	-1
rev_ENSP00000215531	0
rev_ENSP00000215539	-1
rev_ENSP00000215555	-1
rev_ENSP00000215565	0
rev_ENSP00000215567	-1
rev_ENSP00000215570	-1
rev_ENSP00000215574	0
rev_ENSP00000215582	0
rev_ENSP00000215587	-1
rev_ENSP00000215591	0
rev_ENSP00000215631	0
rev_ENSP00000215637	-1
rev_ENSP00000215659	0
rev_ENSP00000215727	-1
rev_ENSP00000215730	0
rev_ENSP00000215739	-1
rev_ENSP00000215742	0
rev_ENSP00000215743	-1
rev_ENSP00000215754	0
rev_ENSP00000215770	0
rev_ENSP00000215773	-1
rev_ENSP00000215780	-1
rev_ENSP00000215781	-1
rev_ENSP00000215790	0
rev_ENSP00000215793	-1
rev_ENSP00000215794	-1
rev_ENSP00000215798	0
rev_ENSP00000215812	-1
rev_ENSP00000215829	0
rev_ENSP00000215832	0
rev_ENSP00000215838	0
rev_ENSP00000215855	-1
rev_ENSP00000215862	-1
rev_ENSP00000215882	0
rev_ENSP00000215885	-1
rev_ENSP00000215886	0
rev_ENSP00000215904	0
rev_ENSP00000215906	-1
rev_ENSP00000215909	-1
rev_ENSP00000215912	-1
rev_ENSP00000215917	-1
rev_ENSP00000215919	-1
rev_ENSP00000215939	-1
rev_ENSP00000215941	-1
rev_ENSP00000215956	0
rev_ENSP00000215957	-1
rev_ENSP00000215980	-1
rev_ENSP00000216014	-1
rev_ENSP00000216024	0
rev_ENSP00000216027	0
rev_ENSP00000216029	-1
rev_ENSP00000216034	-1
rev_ENSP00000216036	0
rev_ENSP00000216037	0
rev_ENSP00000216038	-1
rev_ENSP00000216039	-1
rev_ENSP00000216044	-1
rev_ENSP00000216061	-1
rev_ENSP00000216064	-1
rev_ENSP00000216068	0
rev_ENSP00000216071	-1
rev_ENSP00000216075	-1
rev_ENSP00000216080	-1
rev_ENSP00000216083	0
rev_ENSP00000216085	-1
rev_ENSP00000216099	0
rev_ENSP00000216101	-1
rev_ENSP00000216106	-1
rev_ENSP00000216115	0
rev_ENSP00000216117	-1
rev_ENSP00000216121	-1
rev_ENSP00000216122	-1
rev_ENSP00000216123	-1
rev_ENSP00000216124	0
rev_ENSP00000216127	-1
rev_ENSP00000216129	0
rev_ENSP00000216133	-1
rev_ENSP00000216139	0
rev_ENSP00000216144	0
rev_ENSP00000216155	0
rev_ENSP00000216160	0
rev_ENSP00000216177	-1
rev_ENSP00000216178	-1
rev_ENSP00000216180	0
rev_ENSP00000216181	0
rev_ENSP00000216185	0
rev_ENSP00000216187	0
rev_ENSP00000216190	-1
rev_ENSP00000216194	-1
rev_ENSP00000216200	0
rev_ENSP00000216211	-1
rev_ENSP00000216214	0
rev_ENSP00000216218	-1
rev_ENSP00000216223	-1
rev_ENSP00000216225	-1
rev_ENSP00000216237	0
rev_ENSP00000216241	0
rev_ENSP00000216252	0
rev_ENSP00000216254	0
rev_ENSP00000216259	-1
rev_ENSP00000216264	-1
rev_ENSP00000216267	-1
rev_ENSP00000216268	-1
rev_ENSP00000216271	0
rev_ENSP00000216274	0
rev_ENSP00000216277	0
rev_ENSP00000216279	0
rev_ENSP00000216281	0
rev_ENSP00000216286	0
rev_ENSP00000216288	-1
rev_ENSP00000216294	-1
rev_ENSP00000216296	0
rev_ENSP00000216297	-1
rev_ENSP00000216327	0
rev_ENSP00000216330	0
rev_ENSP00000216336	-1
rev_ENSP00000216338	0
rev_ENSP00000216341	-1
rev_ENSP00000216350	0
rev_ENSP00000216361	-1
rev_ENSP00000216366	0
rev_ENSP00000216367	-1
rev_ENSP00000216373	0
rev_ENSP00000216378	-1
rev_ENSP00000216392	0
rev_ENSP00000216410	0
rev_ENSP00000216416	0
rev_ENSP00000216420	0
rev_ENSP00000216442	-1
rev_ENSP00000216445	-1
rev_ENSP00000216446	0
rev_ENSP00000216450	-1
rev_ENSP00000216452	-1
rev_ENSP00000216453	0
rev_ENSP00000216455	0
rev_ENSP00000216456	0
rev_ENSP00000216465	-1
rev_ENSP00000216468	0
rev_ENSP00000216471	0
rev_ENSP00000216479	-1
rev_ENSP00000216481	-1
rev_ENSP00000216484	-1
rev_ENSP00000216487	0
rev_ENSP00000216489	-1
rev_ENSP00000216492	0
rev_ENSP00000216500	-1
rev_ENSP00000216513	-1
rev_ENSP00000216517	-1
rev_ENSP00000216540	-1
rev_ENSP00000216554	0
rev_ENSP00000216568	0
rev_ENSP00000216602	0
rev_ENSP00000216605	0
rev_ENSP00000216629	0
rev_ENSP00000216639	0
rev_ENSP00000216658	0
rev_ENSP00000216714	0
rev_ENSP00000216727	-1
rev_ENSP00000216733	0
rev_ENSP00000216756	-1
rev_ENSP00000216774	-1
rev_ENSP00000216775	-1
rev_ENSP00000216780	0
rev_ENSP00000216797	0
rev_ENSP00000216799	0
rev_ENSP00000216802	0
rev_ENSP00000216807	0
rev_ENSP00000216832	-1
rev_ENSP00000216840	0
rev_ENSP00000216862	0
rev_ENSP00000216877	0
rev_ENSP00000216879	0
rev_ENSP00000216911	0
rev_ENSP00000216923	-1
rev_ENSP00000216927	0
rev_ENSP00000216951	0
rev_ENSP00000216962	-1
rev_ENSP00000216968	-1
rev_ENSP00000217026	0
rev_ENSP00000217043	-1
rev_ENSP00000217073	0
rev_ENSP00000217074	-1
rev_ENSP00000217075	0
rev_ENSP00000217086	0
rev_ENSP00000217109	0
rev_ENSP00000217121	0
rev_ENSP00000217130	-1
rev_ENSP00000217131	-1
rev_ENSP00000217133	0
rev_ENSP00000217159	0
rev_ENSP00000217162	-1
rev_ENSP00000217169	0
rev_ENSP00000217173	-1
rev_ENSP00000217182	0
rev_ENSP00000217185	0
rev_ENSP00000217188	-1
rev_ENSP00000217195	-1
rev_ENSP00000217224	0
rev_ENSP00000217233	0
rev_ENSP00000217244	0
rev_ENSP00000217246	0
rev_ENSP00000217254	0
rev_ENSP00000217260	0
rev_ENSP00000217270	-1
rev_ENSP00000217289	-1
rev_ENSP00000217299	-1
rev_ENSP00000217305	-1
rev_ENSP00000217313	-1
rev_ENSP00000217315	0
rev_ENSP00000217320	-1
rev_ENSP00000217333	-1
rev_ENSP00000217372	0
rev_ENSP00000217381	0
rev_ENSP00000217386	-1
rev_ENSP00000217398	-1
rev_ENSP00000217402	0
rev_ENSP00000217407	0
rev_ENSP00000217420	0
rev_ENSP00000217423	0
rev_ENSP00000217425	-1
rev_ENSP00000217426	0
rev_ENSP00000217428	-1
rev_ENSP00000217429	0
rev_ENSP00000217446	0
rev_ENSP00000217455	-1
rev_ENSP00000217456	0
rev_ENSP00000217515	-1
rev_ENSP00000217652	-1
rev_ENSP00000217740	-1
rev_ENSP00000217800	-1
rev_ENSP00000217885	-1
rev_ENSP00000217893	0
rev_ENSP00000217901	0
rev_ENSP00000217905	-1
rev_ENSP00000217909	-1
rev_ENSP00000217939	-1
rev_ENSP00000217957	0
rev_ENSP00000217958	0
rev_ENSP00000217961	-1
rev_ENSP00000217964	0
rev_ENSP00000217971	-1
rev_ENSP00000217999	0
rev_ENSP00000218004	-1
rev_ENSP00000218006	-1
rev_ENSP00000218008	-1
rev_ENSP00000218032	-1
rev_ENSP00000218054	-1
rev_ENSP00000218056	-1
rev_ENSP00000218068	0
rev_ENSP00000218075	-1
rev_ENSP00000218089	0
rev_ENSP00000218099	0
rev_ENSP00000218104	0
rev_ENSP00000218147	0
rev_ENSP00000218172	-1
rev_ENSP00000218176	-1
rev_ENSP00000218197	-1
rev_ENSP00000218200	-1
rev_ENSP00000218224	-1
rev_ENSP00000218230	0
rev_ENSP00000218246	0
rev_ENSP00000218249	0
rev_ENSP00000218316	-1
rev_ENSP00000218328	-1
rev_ENSP00000218340	0
rev_ENSP00000218343	-1
rev_ENSP00000218348	-1
rev_ENSP00000218364	-1
rev_ENSP00000218388	0
rev_ENSP00000218432	-1
rev_ENSP00000218436	0
rev_ENSP00000218439	0
rev_ENSP00000218507	0
rev_ENSP00000218516	0
rev_ENSP00000218548	-1
rev_ENSP00000218652	-1
rev_ENSP00000218721	-1
rev_ENSP00000218758	-1
rev_ENSP00000218789	-1
rev_ENSP00000218867	0
rev_ENSP00000218894	0
rev_ENSP00000218981	0
rev_ENSP00000219022	-1
rev_ENSP00000219054	0
rev_ENSP00000219066	-1
rev_ENSP00000219069	-1
rev_ENSP00000219070	-1
rev_ENSP00000219084	-1
rev_ENSP00000219090	-1
rev_ENSP00000219091	0
rev_ENSP00000219097	0
rev_ENSP00000219139	0
rev_ENSP00000219150	-1
rev_ENSP00000219151	0
rev_ENSP00000219162	0
rev_ENSP00000219168	0
rev_ENSP00000219169	-1
rev_ENSP00000219172	-1
rev_ENSP00000219197	-1
rev_ENSP00000219204	-1
rev_ENSP00000219207	-1
rev_ENSP00000219235	-1
rev_ENSP00000219240	-1
rev_ENSP00000219244	-1
rev_ENSP00000219251	0
rev_ENSP00000219252	-1
rev_ENSP00000219255	-1
rev_ENSP00000219271	-1
rev_ENSP00000219281	0
rev_ENSP00000219299	0
rev_ENSP00000219301	-1
rev_ENSP00000219302	-1
rev_ENSP00000219313	-1
rev_ENSP00000219315	0
rev_ENSP00000219320	0
rev_ENSP00000219322	-1
rev_ENSP00000219334	-1
rev_ENSP00000219343	0
rev_ENSP00000219345	-1
rev_ENSP00000219368	0
rev_ENSP00000219400	-1
rev_ENSP00000219406	-1
rev_ENSP00000219409	0
rev_ENSP00000219431	0
rev_ENSP00000219439	0
rev_ENSP00000219454	0
rev_ENSP00000219473	0
rev_ENSP00000219476	-1
rev_ENSP00000219478	-1
rev_ENSP00000219479	0
rev_ENSP00000219481	0
rev_ENSP00000219535	-1
rev_ENSP00000219542	-1
rev_ENSP00000219548	-1
rev_ENSP00000219551	0
rev_ENSP00000219593	0
rev_ENSP00000219596	0
rev_ENSP00000219599	0
rev_ENSP00000219611	-1
rev_ENSP00000219638	-1
rev_ENSP00000219660	0
rev_ENSP00000219689	-1
rev_ENSP00000219700	-1
rev_ENSP00000219746	0
rev_ENSP00000219782	0
rev_ENSP00000219789	0
rev_ENSP00000219794	-1
rev_ENSP00000219797	-1
rev_ENSP00000219821	-1
rev_ENSP00000219833	-1
rev_ENSP00000219837	0
rev_ENSP00000219865	-1
rev_ENSP00000219869	-1
rev_ENSP00000219905	0
rev_ENSP00000219919	-1
rev_ENSP00000220003	0
rev_ENSP00000220058	0
rev_ENSP00000220062	0
rev_ENSP00000220166	0
rev_ENSP00000220244	-1
rev_ENSP00000220325	0
rev_ENSP00000220419	0
rev_ENSP00000220420	-1
rev_ENSP00000220429	-1
rev_ENSP00000220446	0
rev_ENSP00000220478	0
rev_ENSP00000220496	0
rev_ENSP00000220507	-1
rev_ENSP00000220509	-1
rev_ENSP00000220514	0
rev_ENSP00000220531	0
rev_ENSP00000220562	-1
rev_ENSP00000220584	-1
rev_ENSP00000220592	-1
rev_ENSP00000220597	-1
rev_ENSP00000220616	0
rev_ENSP00000220659	0
rev_ENSP00000220669	-1
rev_ENSP00000220676	0
rev_ENSP00000220751	0
rev_ENSP00000220763	-1
rev_ENSP00000220764	-1
rev_ENSP00000220772	0
rev_ENSP00000220809	0
rev_ENSP00000220812	-1
rev_ENSP00000220822	-1
rev_ENSP00000220847	0
rev_ENSP00000220849	-1
rev_ENSP00000220853	0
rev_ENSP00000220856	-1
rev_ENSP00000220876	0
rev_ENSP00000220888	-1
rev_ENSP00000220913	-1
rev_ENSP00000220931	-1
rev_ENSP00000220940	-1
rev_ENSP00000220959	0
rev_ENSP00000220966	0
rev_ENSP00000221086	0
rev_ENSP00000221114	0
rev_ENSP00000221130	-1
rev_ENSP00000221132	-1
rev_ENSP00000221138	-1
rev_ENSP00000221166	-1
rev_ENSP00000221167	0
rev_ENSP00000221200	-1
rev_ENSP00000221204	0
rev_ENSP00000221209	0
rev_ENSP00000221214	-1
rev_ENSP00000221222	-1
rev_ENSP00000221232	-1
rev_ENSP00000221233	-1
rev_ENSP00000221249	-1
rev_ENSP00000221264	-1
rev_ENSP00000221265	-1
rev_ENSP00000221266	0
rev_ENSP00000221283	-1
rev_ENSP00000221303	-1
rev_ENSP00000221307	0
rev_ENSP00000221315	-1
rev_ENSP00000221327	-1
rev_ENSP00000221347	0
rev_ENSP00000221355	0
rev_ENSP00000221363	0
rev_ENSP00000221399	-1
rev_ENSP00000221403	-1
rev_ENSP00000221409	0
rev_ENSP00000221413	-1
rev_ENSP00000221418	-1
rev_ENSP00000221419	-1
rev_ENSP00000221421	-1
rev_ENSP00000221431	0
rev_ENSP00000221444	0
rev_ENSP00000221448	0
rev_ENSP00000221452	-1
rev_ENSP00000221455	-1
rev_ENSP00000221459	0
